"Who plays John McClane in the 1988 film Die Hard?","Clint Eastwood","Mel Gibson","Tommy Lee Jones","Bruce Willis",4
"In the 1980 film Scarface, Al Pacino plays a hitman seeking political asylum in Florida. What nationality is his character?","Colombian","Cuban","Peruvian","Venezualan",2
"Who plays John Cusack's mother in the 1990 film The Grifters?","Roseann Barr","Anjelica Huston","Madonna","Sissy Spacek",2
"What is the title of the 1948 film starring Humphrey Bogart, Edward G Robinson and Lauren Bacall?","Key Largo","Key West","Sugarloaf Key","Sunset Key",1
"Who plays the mobster Slim Dundee in the 1949 film Criss Cross, also starring Burt Lancaster and Yvonne De Carlo?","Dan Duryea","Robert Ryan","Orson Wells","Richard Widmark",1
"Who plays the title role in the 1980 film The Elephant Man?","Michael Elphick","John Hurt","William Hurt","Jeremy Irons",2
"The 1992 film Howard's End is based on the novel of the same name by which author?","R F Delderfield","E M Forster","D H Lawrence","H G Wells",2
"What is the title of the 1991 film starring River Phoenix and Keanu Reeves?","My Own Private Idaho","My Own Private Illinois","My Own Private Indiana","My Own Private Iowa",1
"The 1976 film All the President's Men centres around which incident?","The Boston Tea Party","The attack on Pearl Harbor","The Cuban missile crisis","Watergate",4
"Much of the action of the 1945 film Brief Encounter takes place where?","An airport departure lounge","A hotel bar","A restaurant","A station refreshment room",4
"Who plays the lone dissenting jury member in the 1957 courtroom drama Twelve Angry Men?","Henry Fonda","Cary Grant","James Stewart","Jack Warden",1
"What is the title of the 1944 film set on Martinique and starring Humphrey Bogart and Lauren Bacall?","To Have and Have Not","To Have and To Hold","To Have It Coming","To Have What It Takes",1
"What is Seabiscuit in the title of the 2003 film starring Tobey Maguire and Jeff Bridges?","A dog","A racehorse","A sailing boat","A whale",2
"Who plays the title role in the 2002 film The Quiet American?","Beau Bridges","Michael Caine","Liam Neeson","Christopher Walken",2
"The 1975 film Picnic at Hanging Rock is set in which country?","Australia","Canada","New Zealand","Wales",1
"Which 1987 film stars Anthony Hopkins and Anne Bancroft?","84 Charing Cross Road","84 Cromwell Road","84 Gloucester Road","84 Tottenham Court Road",1
"Which boxer is played by Paul Newman in the 1956 film Somebody Up There Likes Me?","Jack Dempsey","Rocky Graziano","Rocky Marciano","Gene Tunney",2
"Who plays the title character, a morphine addict, in the 1955 film The Man with the Golden Arm?","Jack Lemmon","Dean Martin","William Powell","Frank Sinatra",4
"Which country singer does Sissy Spacek play in the 1980 film Coal Miner's Daughter?","Patsy Cline","Loretta Lynn","Dolly Parton","Tammy Wynette",2
"What is the name of the sadistic nurse in the 1975 film One Flew Over the Cuckoo's Nest?","Nurse Ratched","Nurse Retched","Nurse Ritched","Nurse Rutched",1
"In the 1990 film Misery, James Caan's character, Paul Sheldon is a writer of what type of novels?","Mystery","Romantic","Thriller","Science Fiction",2
"For which 1955 film did Ernest Borgnine win the Best Actor Oscar?","Manny","Marnie","Marty","Matty",3
"Who plays Kevin Spacey's wife in the 1999 film American Beauty?","Annette Bening","Melanie Griffith","Meg Ryan","Sigourney Weaver",1
"Who does the driving in the 1989 film Driving Miss Daisy?","Morgan Freeman","Danny Glover","Samuel L Jackson","Will Smith",1
"Which sport features in the 1963 film This Sporting Life?","Cricket","Golf","Horse Racing","Rugby League",4
"Who plays Sam the pianist in the 1943 film Casablanca?","Darley Wilson","Daly Wilson","Deli Wilson","Dooley Wilson",4
"The 1945 film Brief Encounter is based on which Noel Coward play?","Blithe Spirit","Easy Virtue","Private Lives","Still Life",4
"The 1936 film The Petrified Forest is set in which US state?","Arizona","Maine","Oregon","Utah",1
"The 1997 film The Ice Storm is set at what time of year?","Easter","Halloween","Thanksgiving","Christmas",3
"The 1986 film starring River Phoenix as one of a group of four 12-year-old boys shares its name with which Ben E King single?","Here Comes the Night","Show Me the Way","Stand By Me","Too Bad",3
"Who plays a newspaper columnist in rehab for a drink problem in the 2000 film 28 Days?","Sandra Bullock","Helen Hunt","Julia Roberts","Renee Zellweger",1
"Who plays the title role in the 1968 film Rachel, Rachel?","Carolyn Jones","Shirley Jones","Elizabeth Taylor","Joanne Woodward",4
"The 1975 film Barry Lyndon  is based on the novel by which  author?","Henry James","Herman Melville","William Makepeace Thackeray","Anthony Trollope",3
"Who plays opposite Marlon Brando in the 1972 film Last Tango in Paris?","Isabelle Adjani","Jane Birkin","Maria Schneider","Anne Wiazemsky",3
"Who plays the talk radio host Jack Lucas in the 1991 film The Fisher King?","Beau Bridges","Jeff Bridges","Kiefer Sutherland","Robin Williams",2
"Which writer does Anthony Hopkins play in the 1993 film Shadowlands?","W H Auden","G K Chesterton","D H Lawrence","C S Lewis",4
"Which game is featured in the 1993 film Searching for Bobby Fischer?","Blackjack","Chess","Craps","Poker",2
"Who directed the 1969 road movie Easy Rider?","Peter Fonda","Dennis Hopper","Jack Nicholson","John Sturges",2
"The 1977 film The Last Wave is set in which country?","Australia","Canada","Indonesia","Mexico",1
"The 1980 film Ordinary People was the first to be directed by whom?","Kevin Costner","Clint Eastwood","Paul Newman","Robert Redford",4
"Who plays an alcoholic in the 1945 film The Lost Weekend?","William Bendix","Ray Milland","Lloyd Nolan","Gregory Peck",2
"In the 1967 film Cool Hand Luke, the title character, played by Paul Newman, is sent to prison for vandalizing what?","Advertising hoardings","Parking meters","Police cars","Telephone booths",2
"Who stars in the 1989 film Drugstore Cowboy?","Chevy Chase","Matt Damon","Matt Dillon","Jeff Goldblum",2
"The 2003 film Mystic River, starring Sean Penn and Tim Robbins, is set in which city?","Boston","Milwaukee","New York","San Francisco",1
"What is the title of the 2005 Woody Allen film about a tennis pro?","Love All","Match Point","Service Break","Tie Break",2
"Who plays the title role in the 1960 film Spartacus?","Tony Curtis","Kirk Douglas","Charlton Heston","Burt Lancaster",2
"Which character does Mel Gibson play in the 1995 film Braveheart?","Bonnie Prince Charlie","Macbeth","Rob Roy McGregor","William Wallace",4
"Who plays Queen Victoria in the 1997 film Mrs Brown?","Annette Crosbie","Judi Dench","Helen Mirren","Julie Walters",2
"Who is the star of the 2000 film Gladiator?","George Clooney","Russell Crowe","Mel Gibson","Tom Hanks",2
"Who plays Achilles in the 2004 film Troy?","Orlando Bloom","Matt Damon","Johnny Depp","Brad Pitt",4
"Who plays the title role in the 1963 film Cleopatra?","Carroll Baker","Audrey Hepburn","Elsa Martinelli","Elizabeth Taylor",4
"Who plays the title role in the 1959 film Ben-Hur?","Stephen Boyd","Jack Hawkins","Charlton Heston","Anthony Quinn",3
"Who directed the 1982 film Gandhi?","Richard Attenborough","Hugh Hudson","David Lean","Steven Spielberg",1
"Who is the subject of the 1969 film Anne of the Thousand Days, starring Genevieve Bujold in the title role?","Anne Boleyn","Anne Bonny","Anne of Cleves","Annie Oakley",1
"Who plays Sir Thomas More in the 1966 film A Man for All Seasons?","John Hurt","Peter O'Toole","Paul Scofield","Robert Shaw",3
"Which historical event features in the 1937 film Fire Over England?","The Norman Conquest","The Spanish Armada","The Civil War","The Great Fire of London",2
"Who plays Lord Cardigan in the 1968 film The Charge of the Light Brigade?","Harry Andrews","John Gielgud","Alec Guinness","Trevor Howard",4
"Who plays the title role in the 1956 film Anastasia?","Ingrid Bergman","Grace Kelly","Deborah Kerr","Natalie Wood",1
"Which poet is played by Richard Chamberlain in the 1972 film Lady Caroline Lamb?","Byron","Keats","Shelley","Tennyson",1
"The 2004 film Downfall depicts the final days of which historical character?","Hitler","Mussolini","Napoleon","Stalin",1
"The 1989 film Glory traces the history of a regiment of African American Civil War soldiers from which state?","Maine","Massachusetts","New Hampshire","Vermont",2
"Who plays the title role in the 1954 film Beau Brummell?","Stewart Granger","Leslie Howard","Laurence Olivier","Edmund Purdom",1
"Who plays Queen Elizabeth I in the 1998 film Elizabeth?","Cate Blanchett","Elizabeth Hurley","Nicole Kidman","Kate Winslett",1
"In 1933 Greta Garbo played the title role in the film Queen Christina, queen of which country?","Denmark","Holland","Norway","Sweden",4
"Who plays the title role in the 1970 film Cromwell?","Richard Burton","Richard Harris","Derek Jacobi","Paul Scofield",2
"Omar Sharif plays which character in the 1962 film Lawrence of Arabia?","Sherif Abdul","Sherif Achmed","Sherif Ali","Sherif Amil",3
"Who plays Emperor Nero in the 1951 film Quo Vadis?","Charles Laughton","Robert Morley","Peter Ustinov","Orson Welles",3
"The 1916 silent film Intolerance, directed by D W Griffith, depicts the fall of which ancient city?","Babylon","Carthage","Rome","Troy",1
"Who plays Brutus in the 1953 film Julius Caesar?","Marlon Brando","Leo Genn","Herbert Lom","James Mason",4
"Which two cities feature in the title of the 1963 film starring Stewart Granger and Stanley Baker?","Athens and Sparta","Rome and Carthage","Sodom and Gomorrah","Tyre and Sidon",3
"Who plays the Viking hero, Rolfe, in the 1963 film The Long Ships?","Tony Curtis","Kirk Douglas","Robert Taylor","Richard Widmark",4
"What is the name of the slave trader played by Oliver Reed in the 2000 film Gladiator?","Prometheo","Prospero","Proteo","Proximo",4
"In the 1961 film El Cid, the title character, played by Charlton Heston, is mortally wounded during the siege of which city?","Cordoba","Granada","Seville","Valencia",4
"Who plays the title role in the 1934 film Cleopatra?","Claudette Colbert","Jean Harlow","Carole Lombard","Fay Wray",1
"Who wrote the score for the 1965 film Doctor Zhivago?","John Barry","Elmer Bernstein","Maurice Jarre","Alfred Newman",3
"Who plays the female lead in the 1964 film The Fall of the Roman Empire?","Claudia Cardinale","Gina Lollobrigida","Sophia Loren","Elsa Martinelli",3
"Who plays Messala, the loser of the  chariot race in the 1959 film Ben-Hur?","Stanley Baker","Stephen Boyd","Jack Hawkins","Anthony Steel",2
"Leslie Howard plays Ashley Wilkes in the 1939 film Gone with the Wind. What is the name of the Wilkes' family home?","Seven Oaks","Seven Trees","Twelve Oaks","Twelve Trees",3
"Which English king is portrayed by Peter O'Toole  in the 1968 film The Lion in Winter?","Henry II","Richard I","Henry III","Edward I",1
"Who plays General Robert E Lee in the 1993 film Gettysburg?","Tom Berenger","Willem Dafoe","Tommy Lee Jones","Martin Sheen",4
"Who plays Queen Charlotte in the 1994 film The Madness of King George?","Brenda Blethyn","Judi Dench","Helen Mirren","Billie Whitelaw",3
"Who plays the title role in the 1995 film Rob Roy?","Pierce Brosnan","Robert Carlyle","Liam Neeson","John Gordon Sinclair",3
"Who plays Lady Jane Grey in the 1986 film Lady Jane?","Helena Bonham Carter","Jane Horrocks","Elizabeth Hurley","Joely Richardson",1
"Who plays Fletcher Christian in the 1962 film Mutiny on the Bounty?","Marlon Brando","Sean Connery","Paul Newman","Gregory Peck",1
"Who plays Catherine the Great  in the 1934 film The Scarlet Empress?","Tallulah Bankhead","Marlene Dietrich","Greta Garbo","Flora Robson",2
"What is the name of the monster in the 1966 spoof horror film Carry On Screaming?","Oddball","Oddbin","Oddbod","Oddjob",3
"Who plays the title role in the 1959 film The Mummy?","Peter Cushing","Boris Karloff","Christopher Lee","Vincent Price",3
"What was Boris Karloff's real name?","William Henry Pratt","William Henry Price","William Henry Proops","William Henry Pruett",1
"The 1932 film Murders in the Rue Morgue is based on a story by which writer?","Charles Dickens","Henry James","M R James","Edgar Allan Poe",4
"In the 1933 film King Kong, what is the name of the island on which Kong is discovered?","Kong Island","Mysterious Island","Skeleton Island","Skull Island",4
"Who gets stabbed in the shower in the 1960 film Psycho?","Janet Jones","Janet Leigh","Jean Peters","Natalie Wood",2
"The 1982 film The Thing takes place where?","The Sahara desert","Death Valley","The Vietnamese jungle","Antarctica",4
"What is the first name of the twelve-year-old girl in the 1973 film The Exorcist?","Regan","Rogan","Rosemary","Ruth",1
"What is the title of the 1960 film based on John Wyndham's novel The Midwich Cuckoos?","City of the Damned","Country of the Damned","Village of the Damned","World of the Damned",3
"What is the title of the 1979 film starring Honor Blackman?","The Cat and the Canary","The Dungeon and the Dragon","The Lion and the Lamb","The Pit and the Pendulum",1
"Which Avengers girl appears in the 1973 film Theatre of Blood?","Honor Blackman","Joanna Lumley","Diana Rigg","Linda Thorson",3
"Who directed the 1996 film Scream?","William Blatty","John Carpenter","Roger Corman","Wes Craven",4
"What is the title of the low-budget 1999 film about a group of students filming a documentary?","The Brown Witch Projest","The Black Witch Project","The Blair Witch Project","The White Witch Project",3
"What  creatures appear in the 2004 spoof horror film Shaun of the Dead?","Mummies","Vampires","Werewolves","Zombies",4
"Which novelist directed the 1987 film Hellraiser?","Clive Barker","James Herbert","Stephen King","Dean Koontz",1
"Who plays the title role in the 1935 film The Bride of Frankenstein?","Paulette Goddard","Jean Harlow","Elsa Lanchester","Myrna Loy",3
"What is the name of the killer doll who appears in the 1988 film Child's Play?","Cheeky","Chicky","Chocky","Chucky",4
"What is the title of the 1977 film starring Anthony Hopkins?","Audrey Rose","Margaret Rose","Mary Rose","Violet Rose",1
"Who starred in the 1941 film The Wolf Man?","Lon Chaney Jr","Lon Chaney Snr","Boris Karloff","Bela Lugosi",1
"Who plays Gregory Peck's wife in the 1976 film The Omen?","Jenny Agutter","Jessica Lange","Helen Morse","Lee Remick",4
"The horror star Boris Karloff was born in which country?","Canada","England","Hungary","Romania",2
"Who played the title role in the 1943 film Phantom of the Opera?","Joseph Cotton","Peter Lorre","Claude Rains","Orson Welles",3
"Who starred in the 1965 film The Collector?","Tom Courtenay","David Hemmings","Malcolm McDowell","Terence Stamp",4
"What is the name of the killer in the 1974 film The Texas Chainsaw Massacre?","Leatherface","Moonface","Pigface","Ratface",1
"Who stars in the 1978 film Halloween?","Jamie Lee Curtis","Jodie Foster","Sissy Spacek","Sigourney Weaver",1
"What is the title of the 1974 Canadian film starring Olivia Hussey and Margot Kidder as students?","Black Angel","Black Christmas","Black Day","Black Moon",2
"The 1973 film The Exorcist is based on the novel by which writer?","Peter Benchley","William Blatty","Stephen King","H P Lovecraft",2
"What is the surname of Jody Foster's character in the 1991 film The Silence of the Lambs?","Sparrow","Starling","Stirling","Swift",2
"Who plays Mia Farrow's husband in the 1967 film Rosemary's Baby?","Warren Beatty","John Cassavetes","Laurence Harvey","Jack Nicholson",2
"Who wrote the short story on which the 1963 film The Birds was based?","Agatha Christie","Daphne Du Maurier","Mary Shelley","Virginia Woolf",2
"Which Dennis Wheatley novel was adapted into a 1976 film starring Richard Widmark and Christopher Lee?","To the Devil a Brother","To the Devil a Daughter","To the Devil a Sister","To the Devil a Son",2
"In the 1988 film American Gothic, Pa is played by Rod Steiger. Who plays Ma?","Yvonne De Carlo","Greer Garson","Carolyn Jones","Jennifer Jones",1
"In the 1991 film The Silence of the Lambs, the FBI seek Hannibal Lecter's help in tracking down a serial killer known by what name?","Buffalo Bill","Jack the Ripper","Jesse James","Vlad the Impaler",1
"What is the name of the sinister plant in the 1960 film The Little Shop of Horrors?","Alice Jr","Amy Jr","Annie Jr","Audrey Jr",4
"What is the title of the 1974 film, the first to be directed by Peter Weir?","The Cars That Ate Chicago","The Cars That Ate New York","The Cars That Ate Paris","The Cars That Ate Sydney",3
"Which country is the birthplace of Ingrid Pitt, who starred in the 1970 film The Vampire Lovers?","Austria","Germany","Poland","Sweden",3
"What is the name of Harry H Corbett's character in the 1966 film Carry On Screaming?","Sidney Bang","Sidney Bing","Sidney Bong","Sidney Bung",4
"What is the title of the 1990 film set in the Nevada desert and featuring giant worms known as Graboids?","Convulsions","Shakes","Trembles","Tremors",4
"What is the title of the 1977 film directed by David Lynch and featuring a grotesque baby?","Blockhead","Bonehead","Eraserhead","Pinhead",3
"Who plays the character who is impregnated by Proteus, an artificial intelligence system, in the 1977 film Demon Seed?","Julie Christie","Julie Ege","Mia Farrow","Barbara Shelley",1
"You'll Never Walk Alone, the famous football anthem of Liverpool FC, comes from which musical?","Cabaret","Carousel","Show Boat","The Sound of Music",2
"Brigadoon is a village that only appears for one day every how many years?","10","20","50","100",4
"What type of transport features in the Cliff Richard musical Summer Holiday?","A camper van","A double-decker bus","A moped","A tandem",2
"What is the first name of Dick Van Dyke's character in Mary Poppins?","Ben","Bert","Bill","Bob",2
"My Fair Lady is based on which play by George Bernard Shaw?","Arms and the Man","The Millionairess","Pygmalion","Saint Joan",3
"Who plays the title role in the 1970 musical Scrooge?","Michael Caine","Tom Courtenay","Albert Finney","Alec Guinness",3
"Who plays the female lead in the 1969 musical Hello Dolly!?","Carol Channing","Shirley MacLaine","Bette Midler","Barbra Streisand",4
"Who plays the title role in the 1958 musical Gigi?","Leslie Caron","Francoise Hardy","Audrey Hepburn","Jean Simmons",1
"Which rock and roll star did Gary Busey play in a 1978 musical?","Eddie Cochrane","Buddy Holly","Elvis Presley","Gene Vincent",2
"Who played the title role in the 1956 musical comedy The Court Jester?","Fred Astaire","Red Buttons","Danny Kaye","Red Skelton",3
"Who plays the title role in the 1955 film Kismet?","Nelson Eddy","Howard Keel","Gene Kelly","Gordon MacRae",2
"Which 1956 rock and roll film was issued as  an immediate follow-up to Rock Around the Clock?","Don't Knock the Rock","Don't Mock the Rock","Don't Stop the Rock","Rock Around the Clock Again",1
"Who plays the female lead in the 1956 musical The King and I?","Deborah Kerr","Gertrude Lawrence","Maureen O'Sullivan","Dinah Shore",1
"Who plays Anita in the 1961 musical West Side Story?","Dorothy Dandridge","Katy Jurado","Rita Moreno","Chita Rivera",3
"The 1956 musical High Society is based on which 1940 comedy film?","The Chicago Story","The Hollywood Story","The New York Story","The Philadelphia Story",4
"Busby Berkeley, who died in 1976, is best remembered in the field of musicals as a what?","Cameraman","Choreographer","Lyricist","Scriptwriter",2
"What weapons are used by the juvenile gangsters in the 1976 musical Bugsy Malone?","Splidge guns","Splodge guns","Spludge guns","Splurge guns",4
"Who plays Nathan Detroit in the 1955 musical Guys and Dolls?","Marlon Brando","Gene Kelly","Donald O'Connor","Frank Sinatra",4
"In the 1953 musical Calamity Jane, the title character, played by Doris Day, is romantically linked with which Wild West character?","Buffalo Bill","General Custer","Wild Bill Hickok","Jesse James",3
"In the 1967 musical The Happiest Millionaire, Tommy Steele's character applies for a job as a what?","Butler","Chauffeur","Gardener","Librarian",1
"In the 1948 musical Easter Parade, the parade itself takes place on which New York avenue?","Third Avenue","Fourth Avenue","Fifth Avenue","Sixth Avenue",3
"Who  plays the title role in the 1969 musical Goodbye Mr Chips?","Richard Harris","Keith Michell","Peter O'Toole","Tommy Steele",3
"Who plays Lord Scrumptious in the 1968 musical Chitty Chitty Bang Bang?","Michael Hordern","Lionel Jeffries","James Robertson Justice","Eric Sykes",3
"In the 1965 film The Sound of Music, Baron von Trapp has how many children?","5","6","7","8",3
"In the 1951 musical An American in Paris, Gene Kelly's character is trying to make a living in the city as what?","A dancer","A painter","A sculptor","A writer",2
"Who directed the 1953 musical Gentlemen Prefer Blondes?","Michael Curtiz","John Ford","Howard Hawks","Howard Hughes",3
"What is the name of the night club in the 1972 musical Cabaret?","The Blue Angel","The Hell Fire Club","The Kit Kat Club","The Spandau Club",3
"What is the name of Paul Robeson's character in the 1936 musical Show Boat?","Jim","Jeb","Jem","Joe",4
"Who duets with Bing Crosby on the song Count Your Blessings Instead of Sheep in the 1954 musical White Christmas?","Rosemary Clooney","Vera-Ellen","Mitzi Gaynor","Shirley Jones",1
"In the 1968 musical Star!, who  is portrayed by Julie Andrews?","Doris Day","Judy Garland","Gertrude Lawrence","Ethel Merman",3
"What is the surname of the character played by Sigourney Weaver in the Alien films?","Radley","Ridley","Ripley","Rodney",3
"What is the name of the deadly game in the title of the 1975 film starring James Caan?","Laserball","Rocketball","Rollerball","Spaceball",3
"In the title of the 1954 film starring Richard Carlson, the creature came from where?","The Black Country","The Black Hills","The Black Lagoon","The Black Lake",3
"What is the name of the alien creature that features in the 1958 film starring Steve McQueen?","The Bladder","The Blimp","The Blob","The Blurb",3
"What is the name of the computer in the 1968 film 2001: A Space Odyssey?","HAL","PAL","SAL","VAL",1
"The 1982 film Blade Runner is set in which city?","Chicago","Los Angeles","New York","Seattle",2
"Who plays the genetic mutant with webbed feet in the 1995 film Waterworld?","Kevin Costner","Tom Cruise","Mel Gibson","Tom Hanks",1
"What is the name of the computer hacker played by Keanu Reeves in the Matrix films?","Beo","Leo","Neo","Theo",3
"For what do the letters stand in the title of Steven Spielberg's 2001 film A.I.?","Advanced Intelligence","Alien Intelligence","Altered Intelligence","Artificial Intelligence",4
"Who plays the title role in the 2004 film Catwoman?","Halle Berry","Penelope Cruz","Jennifer Lopez","Uma Thurman",1
"Who plays the alien Klaatu in the 1951 film The Day the Earth Stood Still?","Peter Cushing","Christopher Lee","Raymond Massey","Michael Rennie",4
"What is David Bowie's character seeking in the 1976 film The Man Who Fell to Earth?","Children","Food","Water","Women",3
"Who plays the female lead in the 1966 film Fantastic Voyage?","Anne Bancroft","Julie Christie","Jane Fonda","Raquel Welch",4
"What is the title of the 1997 film directed by Kevin Costner, and in which he also stars?","The Dustman","The Mailman","The Policeman","The Postman",4
"The 2002 film Minority Report is based on a short story by which writer?","Isaac Asimov","Arthur C Clarke","Philip K Dick","Kurt Vonnegut",3
"Who  plays the scientist who ends up as part human, part insect, in the 1958 version of The Fly?","Richard Basehart","David Hedison","David Janssen","Vincent Price",2
"The 1987 film RoboCop is set in which city?","Detroit","Milwaukee","Philadelphia","San Francisco",1
"What is the title of the 2002 Mel Gibson film in which mysterious crop circles appear all around the world?","Division","Revision","Signs","Symbols",3
"Who plays the time traveller in the 1960 film The Time Machine?","Glenn Ford","Christopher Plummer","Robert Taylor","Rod Taylor",4
"What is the name of Marcel Marceau's character in the 1968 film Barbarella?","Professor Pang","Professor Ping","Professor Pong","Professor Pung",2
"In the 1982 film Blade Runner, what name is given to the genetically manufactured beings, identical to humans?","Androids","Atavars","Cyborgs","Replicants",4
"The 1984 film Dune is based on the novel of the same name by which writer?","Harry Harrison","Frank Herbert","Damon Knight","Frederick Pohl",2
"In the 1957 film The Incredible Shrinking Man, the title character has a battle with what creature?","A bee","A fly","A spider","A wasp",3
"What is the event that leads to the disaster in the 1961 film The Day the Earth Caught Fire?","Asteroid strikes","Earthquakes","Nuclear explosions","Volcanic eruptions",3
"Who wrote, directed and starred in the 1973 film Sleeper?","Alan Alda","Woody Allen","Mel Brooks","Gene Wilder",2
"In the 1977 film Close Encounters of the Third Kind, the Richard Dreyfuss character compulsively makes models of what?","Angels Tower","Demons Tower","Devils Tower","Spirits Tower",3
"Who plays Lois Lane in the 1978 film Superman: The Movie?","Shelley Duvall","Diane Keaton","Margot Kidder","Shelley Long",3
"In the 1976 film Logan's Run, society decrees that everyone reaching what age must die?","25","30","35","40",2
"Who plays the US president in the 1996 film Independence Day?","Michael Douglas","Bill Pullman","Kurt Russell","Martin Sheen",2
"Who plays Captain Nemo in the 1954 film 20,000 Leagues Under the Sea?","Robert Beatty","Kirk Douglas","James Mason","Anthony Quinn",3
"In which year did the film &quot;Star Wars&quot; get released?","1975","1976","1977","1978",3
"Who directed the 1979 sci-fi film &quot;Alien&quot;?","Irvin Kershner","John Carpenter","Ridley Scott","Robert Zemeckis",3
"In which country was the 1927 film &quot;Metropolis&quot; made?","Austria","Czechoslovakia","Germany","Switzerland",3
"According to the film title, when was &quot;A Space Odyssey&quot;?","1999","2000","2001","2002",3
"Who played the male lead in the 1985 film &quot;Back To The Future&quot;?","Edward Fox","James Fox","Michael J Fox","Reynard T Fox",3
"Who directed the 1982 film &quot;ET : The Extra Terrestrial&quot;?","George Lucas","James Cameron","Stanley Kubrick","Steven Spielberg",4
"In the 2005 film &quot;Serenity&quot; what is the name of the crazy human cannibals?","Ravers","Reavers","Rivers","Rovers",2
"In the 1968 film &quot;Planet Of The Apes&quot;, who played the part of George Taylor?","Burt Lancaster","Charlton Heston","George C Scott","Harrison Ford",2
"Which character did Rutger Hauer play in the 1982 film&quot;Blade Runner&quot;?","Hannibal Chew","Leon Kowalski","Rick Deckard","Roy Batty",4
"Which future politician played a leading role in the 1984 film &quot;Terminator&quot;?","Arnold Schwarzenegger","Clint Eastwood","Glenda Jackson","Sonny Bono",1
"Who plays the US Army Ranger Lieutenant Schaffer in the 1968 film Where Eagles Dare?","Charles Bronson","James Coburn","Clint Eastwood","Steve McQueen",3
"Who plays the French railway inspector and Resistance leader Paul Labiche in the 1964 film The Train?","Kirk Douglas","Burt Lancaster","Paul Newman","Rod Steiger",2
"What is the name of Thomas Kenneally's novel that was adapted for the cinema as Schindler's List in 1993?","Schindler's Ark","Schindler's People","Schindler's Plan","Schindler's Secret",1
"What is the title of the 1963 film starring Charlton Heston and set during the Boxer Rebellion?","33 Days at Peking","44 Days at Peking","55 Days at Peking","66 Days at Peking",3
"The 1951 film The Red Badge of Courage is set during which war?","The American Civil War","World War One","The Spanish Civil War","World War Two",1
"The 1964 film Zulu is set in which country?","Kenya","Morocco","Nigeria","South Africa",4
"The 1930 film All Quiet on the Western Front traces the World War One  experiences of a group of soldiers from which country?","Canada","England","France","Germany",4
